whispertinyEntranscription_text,whisperbaseEntranscription_text,whispersmallEntranscription_text,whispermediumEntranscription_text,whisperturbotranscription_text,whisperlargetranscription_text,transcription,filename,id,whispertinyEnwer,whispersmallEnwer,whispermediumEnwer,whisperlargewer,whisperturbower
 I think I explain my angle if we any hurt., I think I explained my ankle it really hurts.," I think I sprained my ankle, it really hurts."," I think I sprained my ankle, it really hurts."," I think I sprained my ankle, it really hurts.", I think I sprained my ankle. It really hurts.,I think I sprained my ankle it really hurts.,train_sample_154.wav,train_sample_154.wav,66.66666666666666,11.11111111111111,11.11111111111111,22.22222222222222,11.11111111111111
 I have pimples and touches along with a lot of redness on my face., I have pimples in patches along with a lot of redness on my face., I have pimples in patches along with a lot of redness on my face., I have pimples in patches along with a lot of redness on my face., I have pimples in patches along with a lot of redness on my face., I have pimples in patches along with a lot of redness on my face.,I have pimples in patches along with a lot of redness on my face.,train_sample_155.wav,train_sample_155.wav,14.285714285714285,0.0,0.0,0.0,0.0
" When I tried to be warm and wear more clothes, I found that I was still cold."," When I tried to be warm and wear more clothes, I found that I was still cold.", When I tried to be warm and wear more clothes I found that I was still cold., When I tried to be warm and wear more clothes I found that I was still cold.," When I tried to be warm and wear more clothes, I found that I was still cold."," Pan wnes i geisio bod yn hollol wych ac yn cwmnu mwy o ddynion, dwi'n dod i ddod yn hir.",When I tried to be warm and wear more clothes I found that I was still cold,train_sample_156.wav,train_sample_156.wav,11.76470588235294,5.88235294117647,5.88235294117647,117.64705882352942,11.76470588235294
 I fill a burn-in sensation in my shoulder muscle., I feel a burn-in sensation in my shoulder muscle., I feel a burning sensation in my shoulder muscle., I feel a burning sensation in my shoulder muscle., I feel a burning sensation in my shoulder muscle., I feel a burning sensation in my shoulder muscle.,I feel a burning sensation in my shoulder muscle.,train_sample_157.wav,train_sample_157.wav,22.22222222222222,0.0,0.0,0.0,0.0
 I have a pain in my joint., I have a pain in my joint., I have a pain in my joint., I have a pain in my joint., I have a pain in my joint., I have a pain in my joint.,I have a pain in my joint,train_sample_158.wav,train_sample_158.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches.,My hair is falling out in bunches.,train_sample_159.wav,train_sample_159.wav,0.0,0.0,0.0,0.0,0.0
 My skin is etching at inflamed., My skin is itchy and inflamed., My skin is itchy and inflamed., My skin is itchy and inflamed., My skin is itchy and inflamed., My skin is itchy and inflamed.,My skin is itchy and inflamed,train_sample_160.wav,train_sample_160.wav,50.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
 I have a wonderful feeling inside my neck., I have a powerful pain inside my neck., I have a powerful pain inside my neck., I have a powerful pain inside my neck., I have a powerful pain inside my neck., I have a powerful pain inside my neck.,I have a powerful pain inside my neck,train_sample_161.wav,train_sample_161.wav,37.5,12.5,12.5,12.5,12.5
 I have some terrible problems when I am dating during the night., I have some terrible problems when I am doing the night., I have some terrible problems when I am dating during the night., I have some terrible problems when I am breathing during the night., I have some terrible problems when I am breathing during the night., I have some terrible problems when I am breathing during the night.,I have some terrible problems when i'm breathing during the night.,train_sample_162.wav,train_sample_162.wav,27.27272727272727,27.27272727272727,18.181818181818183,18.181818181818183,18.181818181818183
 I feel pain in my shoulders when I write on the key board., I feel pain in my shoulders when I write on the keyboard., I feel pain in my shoulders when I write on the keyboards., I feel pain in my shoulders when I write on the keyboard, I feel pain in my shoulders when I write on the keyboard., I feel pain in my shoulders when I write on the keyboard,I feel pain in my shoulders when I write on the keyboard.,train_sample_12.wav,train_sample_12.wav,16.666666666666664,8.333333333333332,8.333333333333332,8.333333333333332,0.0
 I feel pain in my shoulders when I ride on the keyboard., I feel pain in my shoulders when I write on the keyboard., I feel pain in my shoulders when I write on the keyboard., I feel pain in my shoulders when I write on the keyboard., I feel pain in my shoulders when I write on the keyboard., אני עושה ח rotates en mon prá önemli עbels כשỗi отд fertהong,I feel pain in my shoulders when I write on the keyboard.,train_sample_163.wav,train_sample_163.wav,8.333333333333332,0.0,0.0,100.0,0.0
 I feel bad pain when I carry heavy things., I feel back pain when I carry heavy things., I feel back pain when I carry heavy things., I feel back pain when I carry heavy things., I feel back pain when I carry heavy things., I feel back pain when I carry heavy things.,I feel back pain when I carry heavy things,train_sample_164.wav,train_sample_164.wav,22.22222222222222,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111
" Placeration, rupture, or opening in the skin."," flaceration, rupture, or opening in the skin."," laceration, rupture, or opening in the skin."," laceration, rupture or opening in the skin."," laceration, rupture, or opening in the skin.", laceration rupture or opening in the skin,"Laceration, rupture or opening in the skin",train_sample_165.wav,train_sample_165.wav,42.857142857142854,42.857142857142854,28.57142857142857,14.285714285714285,42.857142857142854
 When I play football I have muscle pain., When I play football I have muscle pain., When I play football I have muscle pain., When I play football I have muscle pain., When I play football I have muscle pain., When I play football I have muscle pain.,When I play football I have muscle pain.,train_sample_166.wav,train_sample_166.wav,0.0,0.0,0.0,0.0,0.0
 I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard.,I feel a sharp pain in my head when I think too hard.,train_sample_167.wav,train_sample_167.wav,0.0,0.0,0.0,0.0,0.0
 it is inside my ears., it is inside my ears., It itches inside my ears., It itches inside my ears., It itches inside my ears., It itches inside my ears.,It itches inside my ears.,train_sample_168.wav,train_sample_168.wav,40.0,0.0,0.0,0.0,0.0
 It feels like it can take a big breath., It feels like it can take a deep breath., It feels like I can't take a deep breath., It feels like I can't take a deep breath., It feels like I can't take a deep breath., It feels like I can't take a deep breath.,It feels like I can't take a deep breath,train_sample_169.wav,train_sample_169.wav,44.44444444444444,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111
 My wound was infected when I was planning some flowers in my garden., My wound was infected when I was planting some flowers in my garden., My wound was infected when I was planting some flowers in my garden., My wound was infected when I was planting some flowers in my garden., My wound was infected when I was planting some flowers in my garden., My wound was infected when I was planting some flowers in my garden.,My wound was infected when i was planting some flowers in my garden,train_sample_170.wav,train_sample_170.wav,23.076923076923077,15.384615384615385,15.384615384615385,15.384615384615385,15.384615384615385
" My head hurts and I lose sensation in my face, then lose sight in my eye.", My head hurts and I lose sensation in my face then lose sight in my eye., My head hurts and I lose sensation in my face then lose sight in my eye," My head hurts and I lose sensation in my face, then lose sight in my eye.", My head hurts and I lose sensation in my face than lose sight in my eye., My head hurts and I lose sensation in my face then lose sight in my eye,"My head hurts and I lose the sensation in my face, then lose sight in my eye",train_sample_171.wav,train_sample_171.wav,11.76470588235294,11.76470588235294,11.76470588235294,11.76470588235294,23.52941176470588
" When I wake up in the morning, I feel a soreness in my body."," When I wake up in the morning, I feel as soreness in my body."," When I wake up in the morning, I feel a soreness in my body."," When I wake up in the morning, I feel a soreness in my body"," When I wake up in the morning, I feel a soreness in my body."," When I wake up in the morning, I feel a soreness in my body.",When I wake up in the morning I feel a soreness in my body,train_sample_172.wav,train_sample_172.wav,14.285714285714285,14.285714285714285,7.142857142857142,14.285714285714285,14.285714285714285
 My head gets dizzy when I try to get up., My head gets dizzy when I try to get up., My head gets dizzy when I try to get up., My head gets dizzy when I try to get up., My head gets dizzy when I try to get up., My head gets dizzy when I try to get up.,My head gets dizzy when I try to get up.,train_sample_173.wav,train_sample_173.wav,0.0,0.0,0.0,0.0,0.0
 I feel like the world goes round and round., I feel like the world goes round and round., I feel like the world goes round and round., I feel like the world goes round and round., I feel like the world goes round and round., I feel like the world goes round and round.,I feel like the world goes round and round,train_sample_174.wav,train_sample_174.wav,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111
 to severe pain in the stomach I feel., the severe pain in the stomach I feel., severe pain in the stomach I feel., severe pain in the stomach I feel., The severe pain in the stomach I feel., mae'r hoffrol ychydig yn fuan yn effeithio ar eich bodơn.,The severe pain in the stomach I feel,train_sample_175.wav,train_sample_175.wav,25.0,25.0,25.0,125.0,12.5
 My ear is ringing., My ear is ringing, My ear is ringing., My ear is ringing, My ear is ringing, My ear is ringing.,My ear is ringing.,train_sample_176.wav,train_sample_176.wav,0.0,0.0,25.0,0.0,25.0
 My shoulder has a great pain., My shoulder has a great pain., My shoulder has a great pain., My shoulder has a great pain., My shoulder has a great pain., My shoulder has a great pain.,My shoulder has agreat pain,train_sample_177.wav,train_sample_177.wav,60.0,60.0,60.0,60.0,60.0
 Standing less than 5 minutes and my back start to hike., Standing less than five minutes and my back start to hick., standing less than five minutes and my back start to ache, Standing less than 5 minutes and my back start to kick., Standing less than 5 minutes and my back start to ache., Standing less than 5 minutes and my back start to ache.,standing less than five minutes and my back start to ache,train_sample_178.wav,train_sample_178.wav,27.27272727272727,0.0,27.27272727272727,27.27272727272727,27.27272727272727
 I couldn't have exercised because of my knee pain., I couldn't have exercised because of my knee pain., I couldn't have exercised because of my knee pain., I could not exercise because of my knee pain., I could not exercise because of my knee pain., I couldn't exercise because of my knee pain.,I could not exercise because of my knee pain,train_sample_179.wav,train_sample_179.wav,44.44444444444444,44.44444444444444,11.11111111111111,33.33333333333333,11.11111111111111
 I feel a burning sensation in my shoulder muscle., I feel a burning sensation in my shoulder muscle., I feel a burning sensation in my shoulder muscle., I feel a burning sensation in my shoulder muscle., I feel a burning sensation in my shoulder muscle., I feel a burning sensation in my shoulder muscle.,I feel a burning sensation in my shoulder muscle.,train_sample_180.wav,train_sample_180.wav,0.0,0.0,0.0,0.0,0.0
" It's tender as a kiddietas, but today the pain each, throat, being and unable."," It's standard as a tinnitus, but today the pain is throat, wing and unravel.", It's tender as a crinitas but today the pain is throbbing and unravel., It's standard as a tinnitus but today the pain is throbbing and unravel., It is standard as a crinitas but today the pain is throbbing and unbearable., इट्स टेंडर अजे किनी टास बट पुड़े दा पेन इच थ्रोब बिंग आण्ड अंब्रेवल।,"It started as a tinnitus, but today the pain is throbbing and unbearable.",train_sample_181.wav,train_sample_181.wav,53.84615384615385,30.76923076923077,30.76923076923077,107.6923076923077,23.076923076923077
" When I force my eyes to view, I have very vision."," When I force my eyes to view, I have very vision."," When I force my eyes to view, I have blurry vision.", When I force my eyes to view I have blurry vision., When I force my eyes to view I have blurry vision," When I force my eyes to view, I have blurry vision.",When I force my eyes to view I have blurry vision.,train_sample_182.wav,train_sample_182.wav,18.181818181818183,9.090909090909092,0.0,9.090909090909092,9.090909090909092
 I have front head pain and when I get it the light borders knee., I have front head pain and when I get it the light borders me., I have front head pain and when I get it the light bothers me., I have front head pain and when I get it the light bothers me., I have front head pain and when I get it the light bothers me., I have front head pain and when I get it the light bothers me.,I have front head pain and when I get it the light bothers me.,train_sample_183.wav,train_sample_183.wav,14.285714285714285,0.0,0.0,0.0,0.0
 I have some pain when I am walking around my knees., I have some pain when I am walking around my knees., I have some pain when I am walking around my knees., I have some pain when I am walking around my knees., I have some pain when I am walking around my knees., I have some pain when I am walking around my knees.,I have some pain when i'm walking around my knees,train_sample_184.wav,train_sample_184.wav,30.0,30.0,30.0,30.0,30.0
 I am worried for my driving because I can barely focus when I am at the wheel. My eyes feel teary., I am worried for my driving because I can barely focus when I am at the wheel. My eyes feel teary., I am worried for my driving because I can barely focus when I am at the wheel. My eyes feel teary., I am worried for my driving because I can barely focus when I am at the wheel. My eyes feel teary., I am worried for my driving because I can barely focus when I am at the wheel. My eyes feel teary., I am worried for my driving because I can barely focus when I am at the wheel. My eyes feel teary.,"I am worried for my driving, because I can barely focus when I am at the wheel, my eyes feel teary.",train_sample_185.wav,train_sample_185.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 It feels like someone is hitting my head with a hammer. I feel pain on the top of my head and it drops., It feels like someone is hitting my head with a hammer. I feel pain on the top of my head and it drops., It feels like someone is hitting my head with a hammer. I feel pain on the top of my head and it thrombs., It feels like someone is hitting my head with a hammer. I feel pain on the top of my head and it drops., It feels like someone is hitting my head with a hammer. I feel pain on the top of my head and it throbs., It feels like someone is hitting my head with a hammer. I feel pain on the top of my head and it throbs.,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,train_sample_186.wav,train_sample_186.wav,4.3478260869565215,4.3478260869565215,4.3478260869565215,0.0,0.0
 When I stand up too quickly I feel as though I'm from afraid.," When I stand up too quickly, I feel as though I'm going to faint."," When I stand up too quickly, I feel as though I'm gonna fade."," When I stand up too quickly, I feel as though I'm gonna faint."," When I stand up too quickly, I feel as though I'm going to fade."," When I stand up too quickly, I feel as though I'm going to faint.",When I stand up too quickly I feel as though I'm going to faint.,train_sample_187.wav,train_sample_187.wav,21.428571428571427,28.57142857142857,21.428571428571427,7.142857142857142,14.285714285714285
 My hair falling out., My hair falling out., My hair falling out., My hair falling out., My hair falling out., My hair falling out.,my hair falling out,train_sample_188.wav,train_sample_188.wav,50.0,50.0,50.0,50.0,50.0
 My skin is itchy and inflamed., My skin is itchy and inflamed., My skin is itchy and inflamed., My skin is itchy and inflamed., My skin is itchy and inflamed., my skin is itchy and inflamed,My skin is itchy and inflamed,train_sample_189.wav,train_sample_189.wav,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
 There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens., There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens., There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens., There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens., There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens., There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens.,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",train_sample_190.wav,train_sample_190.wav,6.896551724137931,6.896551724137931,6.896551724137931,6.896551724137931,6.896551724137931
 I have issue with my skin., I have issue with my skin., I have issue with my skin., I have issue with my skin., I have issue with my skin., I have issue with my skin.,i have issue with my skin,train_sample_191.wav,train_sample_191.wav,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
 My skin color on my back is red. I don't know why., My skin color on my back is red. I don't know why., My skin color on my back is red. I don't know why., My skin color on my back is red. I don't know why., My skin color on my back is red. I don't know why., My skin color on my back is red. I don't know why.,"My skin color on my back is red, I don't know why.",train_sample_192.wav,train_sample_192.wav,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332
" I feel pain inside, I don't know what it is.", I feel pain inside. I don't know what it is., I feel pain inside. I don't know what it is., I feel pain inside. I don't know what it is., I feel pain inside. I don't know what it is., I feel pain inside. I don't know what it is.,I feel pain inside I do not know what it is,train_sample_193.wav,train_sample_193.wav,36.36363636363637,36.36363636363637,36.36363636363637,36.36363636363637,36.36363636363637
" Then I eat sugar, I notice my reason plus."," Then I eat sugar, I notice my vision blurs."," When I eat sugar, I notice my vision blurs."," When I eat sugar, I notice my vision blurbs."," When I eat sugar, I notice my vision blurs."," जब मैं पाता पाता पाता हूं, मैं विजन में ब्लर्स निर्मता करता हूं।",When I eat sugar I notice my vision blurs.,train_sample_194.wav,train_sample_194.wav,44.44444444444444,11.11111111111111,22.22222222222222,144.44444444444443,11.11111111111111
" my knee feels weak and it gave away the other day, at the top of the stairs. Luckily, the arrow was able to ult to the comfortably swinging right end.", My knee feels weak and it gave away. The other day at the top of the stairs. Luckily there was a rail to vault onto., My knee feels weak and it gave away the other day at the top of the stairs. Luckily there was a rail to hold onto., My knee feels weak and it gave away the other day at the top of the stairs. Luckily there was a rail to hold onto., My knee feels weak and it gave away the other day at the top of the stairs. Luckily there was a rail to hold onto.," মা নি ফিল্স এক এক অন্তি করে, যানো উদলের দিখা উন্দে বাত্রাক করে। লাকিলি দ্যার ওয়াজ এ রেল তু হল্ট অন্তু",My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,train_sample_195.wav,train_sample_195.wav,53.84615384615385,11.538461538461538,11.538461538461538,100.0,11.538461538461538
 Something dark is down my arm., Something dark is there on my arm., something dark is there on my arm, Something dark is there on my arm., Something dark is there on my arm., Something dark is there on my arm.,Something dark is there on my arm,train_sample_196.wav,train_sample_196.wav,42.857142857142854,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 is pimples as skin disease.," as pimples, as skin disease.", As pimples as skin disease, Is pimples a skin disease?, Is pimples a skin disease?, Is pimples a skin disease?,Is pimples a skin disease?,train_sample_197.wav,train_sample_197.wav,60.0,60.0,0.0,0.0,0.0
 My head gets dizzy when I try to get up., My head gets dizzy when I try to get up., My head gets dizzy when I try to get up., My head gets dizzy when I try to get up., my head gets dizzy when I try to get up., My head gets dizzy when I try to get up.,My head gets dizzy when I try to get up.,train_sample_198.wav,train_sample_198.wav,0.0,0.0,0.0,0.0,10.0
 They acne was causing me to feel embarrassed., The acne was causing me to feel embarrassed., The acne was causing me to feel embarrassed., The acne was causing me to feel embarrassed., The acne was causing me to feel embarrassed, The acne was causing me to feel embarrassed.,The acne was causing me to feel embarrassed.,train_sample_199.wav,train_sample_199.wav,12.5,0.0,0.0,0.0,12.5
 The only steel open., The only steel open., The only steel open., The wound is still open., The only steel open., The only steel open.,The wound is still open,train_sample_200.wav,train_sample_200.wav,80.0,80.0,20.0,80.0,80.0
 Yesterday I had a shower pain., Yesterday I had a Shouter pane., Yesterday I had a Shouter pain., Yesterday I had a Shouter Pain., Yesterday I had a shouter pain., Yesterday I had a shouter pain.,Yesterday I had a shouder pain,train_sample_201.wav,train_sample_201.wav,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
 My son had a roof cannon and the dentist had a gently cut the inside of his cheek and now it fell not he, My serum has a roof canal and the dent is accidentally cut the inside of his cheek and now it will not heal., My son had a roof canal and the dentist accidentally cut the inside of his cheek and now it will not heal., My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal., my son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal, My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,train_sample_202.wav,train_sample_202.wav,31.818181818181817,4.545454545454546,0.0,0.0,9.090909090909092
 I did a review when I cut it all over from the yard. I thought I was just kidding me., I need to review when I cut it all over from the yard. I still like the skidding me., I need to rub you when I cut your door from your back. My throat is killing me., I need a ready when I cut it all over from the yard. My store is killing me., I didn't remember the way I cut it all over from the yard. My thorax is killing me., I didn't have a idea why I cut it all over from the yard. My thorax is killing me.,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.,train_sample_203.wav,train_sample_203.wav,70.0,60.0,50.0,55.00000000000001,55.00000000000001
 When I brush my hair I notice big clumps of hair coming out in the brush.," When I brush my hair, I notice big clumps of hair coming out in the brush.", When I brush my hair I notice big clumps of hair coming out in the brush., When I brush my hair I notice big clumps of hair coming out in the brush., When I brush my hair I notice big clumps of hair coming out in the brush., When I brush my hair I notice big clumps of hair coming out in the brush.,When I brush my hair I notice big clumps of hair coming out in the brush.,train_sample_204.wav,train_sample_204.wav,0.0,0.0,0.0,0.0,0.0
 I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and work., I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk., I have a sharp pin and clicking sound in my ankle joint when I try to stand on it and walk., I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk., I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk., I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,train_sample_205.wav,train_sample_205.wav,4.761904761904762,4.761904761904762,0.0,0.0,0.0
 I have a pain in my head., I have a pain in my head., I have a pain in my head., I have a pain in my head., I have a pain in my head., I have a pain in my head.,I have a pain in my head,train_sample_206.wav,train_sample_206.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 I don't have the energy to do the things that I used to., I don't have the energy to do the things that I used to., I don't have the energy to do the things that I used to., I don't have the energy to do the things that I used to., I don't have the energy to do the things that I used to., I don't have the energy to do the things that I used to.,I don't have the energy to do the things that I used to,train_sample_207.wav,train_sample_207.wav,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925
 I have a cat that is red and swollen., I have a cat that is red and swollen., I have cat that is red and swollen., I have cat that is red and swollen., I have a cat that is red and swollen., I have a cat that is red and swollen.,I have a cut that is red and swollen.,train_sample_208.wav,train_sample_208.wav,11.11111111111111,22.22222222222222,22.22222222222222,11.11111111111111,11.11111111111111
 My body feels weak after my first day in the gym. Bye!, My body feels weak after my first day in the gym. Bye, My body feels weak after my first day in the gym. Bye!, My body feels weak after my first day in the gym. Why?, My body feels weak after my first day in the gym. Why?, My body feels weak after my first day in the gym. Why?,"My body feels weak after my first day in the gym, why?",train_sample_209.wav,train_sample_209.wav,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
 I had a cut that was stitch together but it is not healing. It is using green pus and birds., I had a cup that was stitched together but it is not healing. It is oozing green pus and burns., I had a cut that was stitched together but it is not healing. It is oozing green pus and burns., I had a cut that was stitched together but it is not healing. It is using green pus and birch., I had a cut that was stitched together but it is not healing. It is oozing green pus and burns., I had a cut that was stitched together but it is not healing. It is using green pus and burns.,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,train_sample_210.wav,train_sample_210.wav,20.0,5.0,15.0,10.0,5.0
 I hardly have enough string to get up., I hardly have enough string to get up., I hardly have enough string to get up., I hardly have enough string to get up., I hardly have enough string to get up., I hardly have enough string to get up.,"I hardly have enough stength to get up,",train_sample_211.wav,train_sample_211.wav,25.0,25.0,25.0,25.0,25.0
 need to scratch my skin every minute., I need to scratch my skin every minute., need to scratch my skin every minute, Need to scratch my skin every minute., need to scratch my skin every minute, I need to scratch my skin every minute.,Need to scratch my skin every minute,train_sample_212.wav,train_sample_212.wav,28.57142857142857,14.285714285714285,14.285714285714285,42.857142857142854,14.285714285714285
 I carried Avi bag yesterday and when I get up today I felt a great shoulder pain., I carried a avi bag yesterday and when I get up today I felt a great shoulder pain., I carried an AV bag yesterday and when I get up today I felt a great shoulder pain., I carried an AV bag yesterday and when I get up today I felt a great shoulder pain., I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain., I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,train_sample_213.wav,train_sample_213.wav,11.11111111111111,11.11111111111111,11.11111111111111,0.0,0.0
 I can't stand with this horrible fuel leaving my stomach., I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach.,I can't stand with this horrible feeling in my stomach,train_sample_214.wav,train_sample_214.wav,30.0,10.0,10.0,10.0,10.0
 My body feels like it's in a refrigerator., My body feels like it's in a refrigerator., My body feels like it's in a refrigerator., My body feels like it's in a refrigerator., My body feels like it's in a refrigerator., My body feels like it's in a refrigerator.,My body feels like it's in a refrigerator.,train_sample_215.wav,train_sample_215.wav,0.0,0.0,0.0,0.0,0.0
 My entire body is breathing., My entire body is freezing., My entire body is freezing., My entire body is freezing., My entire body is freezing., My entire body is freezing.,My entire body is freezing.,train_sample_216.wav,train_sample_216.wav,20.0,0.0,0.0,0.0,0.0
" I feel pain inside, I do not know what it is.", I feel pain inside. I do not know what it is., I feel pain inside. I do not know what it is., I feel pain inside. I do not know what it is., I feel pain inside. I do not know what it is., I feel pain inside. I do not know what it is.,I feel pain inside I do not know what it is,train_sample_217.wav,train_sample_217.wav,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183
 My face breakout badly every month around my cycle., My face break out badly every month around my cycle., My face break out badly every month around my cycle., My face break out badly every month around my cycle., My face breaks out badly every month around my cycle., My face break out badly every month around my cycle.,My face break out badly every month around my cycle.,train_sample_218.wav,train_sample_218.wav,20.0,0.0,0.0,0.0,10.0
 Sometimes my body feels weak without region., Sometimes my body feels weak without region., sometimes my body feels weak without region, Sometimes my body feels weak without reason., Sometimes my body feels weak without reason., Sometimes my body feels weak without reason.,Sometimes my body feels week without reason,train_sample_219.wav,train_sample_219.wav,28.57142857142857,42.857142857142854,28.57142857142857,28.57142857142857,28.57142857142857
 I have a mental suffering., I have a mental suffering., I have a mental suffering., I have a mental suffering., I have a mental suffering., I have a mental suffering,I have a mental suffering,train_sample_220.wav,train_sample_220.wav,20.0,20.0,20.0,0.0,20.0
 I have issue with my skin., I have issue with my skin., I have issue with my skin., I have issue with my skin., I have issue with my skin., I have issue with my skin.,i have issue with my skin,train_sample_221.wav,train_sample_221.wav,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
 I have a painful cramp in my feet., I have a painful cramp in my feet., I have a painful cramp in my feet., I have a painful cramp in my feet., I have a painful cramp in my feet., I have a painful cramp in my feet.,I have a painful cramp in my feet,train_sample_222.wav,train_sample_222.wav,12.5,12.5,12.5,12.5,12.5
 I can't remove my left. Once pain is a joint., I can't remove my leg. I'm just paying you the joint., I can't remove my leg. There is pain in the joints., I can't move my leg. There is pain in the joint., I can't remove my leg. There is pain in the joint., I can't move my leg. There is pain in the joint.,"i can't move my leg, there is pain in the joint",train_sample_223.wav,train_sample_223.wav,72.72727272727273,45.45454545454545,36.36363636363637,36.36363636363637,45.45454545454545
 I have acne in my face and other problems in my derma like itching., I have acne in my face and other problems in my derma like itching., I have acne in my face and other problems in my derma like itching., I have acne in my face and other problems in my derma like itching., I have acne in my face and other problems in my derma like itching., I have acne in my face and other problems in my derma like itching.,I have acne in my face and other problema in my derma like itching,train_sample_224.wav,train_sample_224.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach.,I can't stand with this horrible feeling in my stomach,train_sample_225.wav,train_sample_225.wav,10.0,10.0,10.0,10.0,10.0
" I love to walk and be outside, but the bottoms of my feet gets ours so quickly."," I love to walk and be outside, but the bottoms of my feet get sore so quickly."," I love to walk and be outside, but the bottoms of my feet get sore so quickly.", I love to walk and be outside but the bottoms of my feet get sore so quickly., I love to walk and be outside but the bottoms of my feet get sore so quickly., I love to walk and be outside but the bottoms of my feet get sore so quickly.,I love to walk and be outside but the bottoms of my feet get sore so quickly.,train_sample_226.wav,train_sample_226.wav,17.647058823529413,5.88235294117647,0.0,0.0,0.0
 I feel a bone on bone pain in my knees when I climb stairs., I feel a bone on bone pain in my knees when I climb stairs., I feel a bone on bone pain in my knees when I climb stairs., I feel a bone on bone pain in my knees when I climb stairs., I feel a bone on bone pain in my knees when I climb stairs., I feel a bone on bone pain in my knees when I climb stairs.,I feel a bone-on-bone pain in my knees when I climb stairs.,train_sample_227.wav,train_sample_227.wav,25.0,25.0,25.0,25.0,25.0
 I feel a muscle pain every time I make an extra effort., I feel a muscle pain every time I make an extra effort., I feel muscle pain every time I make an extra effort., I feel muscle pain every time I make an extra effort., I feel muscle pain every time I make an extra effort., I feel muscle pain every time I make an extra effort.,I feel muscle pain every time I make an extra effort.,train_sample_228.wav,train_sample_228.wav,9.090909090909092,0.0,0.0,0.0,0.0
