filename,transcription
train_sample_2482.wav,"After playing tennis,  I had a powerful sensation close to my neck"
train_sample_2483.wav,I have a blurry vision after my head was hit yesterday.
train_sample_2484.wav,My heart feels like it's going to explode.
train_sample_2485.wav,i feel pain in my neck
train_sample_2486.wav,Since I went into the forest  I have pain on my ear
train_sample_2487.wav,Sterilizer for the eye
train_sample_2488.wav,I don't have the energy to do the things that I used to
train_sample_2489.wav,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
train_sample_2490.wav,There is a constant tickle in my throat
train_sample_2491.wav,"I can't hear out of my ear properly, I feel like there is something in it causing irritation."
train_sample_2492.wav,I feel pain when parting loved ones
train_sample_2493.wav,My face break out badly every month around my cycle.
train_sample_2494.wav,i have muscle pain at my left leg.
train_sample_2495.wav,I always feel like I have menstrual pains even if I don't have my period.
train_sample_2496.wav,I have cut my finger because of playing football and I have to apply pain relief cream but it does not help
train_sample_2497.wav,I love to garden but I get a terrible twinge in my lower back when I lean over.
train_sample_2498.wav,The acne was causing me to feel embarrassed.
train_sample_2499.wav,I feel like my heart is on fire.
train_sample_2500.wav,Have severe cold and cough
train_sample_2501.wav,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
train_sample_2502.wav,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.
train_sample_2503.wav,i have a problem in seeing objects it is too difficult to see
train_sample_2504.wav,I get chills and aches all over.
train_sample_2505.wav,When I tried to answer the phine call I found that I can't hear the voice of the speaker
train_sample_2506.wav,My head gets dizzy when I try to get up.
train_sample_2507.wav,stiffness inability to look right or left except by moving the whole body
train_sample_2508.wav,I have a lot of knee pain whenever I go running.
train_sample_2509.wav,I have a powerful pain inside my neck
train_sample_2510.wav,I have pain in my stomach
train_sample_2511.wav,Severe pain in the ear
train_sample_2512.wav,My arm hurts when I stretch
train_sample_2513.wav,"My skin color on my back is red, I don't know why."
train_sample_2514.wav,when i was washing my hair it was falling out heavily
train_sample_2515.wav,I have internal pain whenever I come down with a cold.
train_sample_2516.wav,I feel back pain when I carry heavy things
train_sample_2517.wav,I've had this cough for two weeks.
train_sample_2518.wav,My head hurts in the back and the pain lasts all day.
train_sample_2519.wav,my back hurts me a lot
train_sample_2520.wav,I fell off my bike and since then I had hard  knee pain
train_sample_2521.wav,My acne is really embarassing. It's so read.
train_sample_2522.wav,stiffness inability to look right or left except by moving the whole body
train_sample_2523.wav,I have shooting pain in my kneecap after working out.
train_sample_2524.wav,When I eat too much sugar my body gets weak and dizzy.
train_sample_2525.wav,I have a throbbing in my joints
train_sample_2526.wav,I'm suffering from sharp cough Accompanied by  phlegm
train_sample_2527.wav,i'm injured i can't play sports
train_sample_2528.wav,I think there's fluid in my ears.
train_sample_2529.wav,I feel really sad all the time.
train_sample_2530.wav,I feel muscle pain every time I make an extra effort.
train_sample_2531.wav,"It is hard to breath when I am in the underground metro station, why?"
train_sample_2532.wav,My knees swell right below the knee cap and hurt when I put weight on them.
train_sample_2533.wav,I feel really sad all the time.
train_sample_2534.wav,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.
train_sample_2535.wav,My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day.
train_sample_2536.wav,My ear is ringing.
train_sample_2537.wav,I have difficulty in breathing in crowded places.
train_sample_2538.wav,I have a foot ache although I don't walk a lot.
train_sample_2539.wav,Is pimples a skin disease?
train_sample_2540.wav,I'm not good i feel dizzy
train_sample_2541.wav,I have throbing in my shoulder
train_sample_2542.wav,I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger.
train_sample_2543.wav,Mr hair is falling out just by combing it.
train_sample_2544.wav,I have a throbbing in my joints
train_sample_2545.wav,My acne gets worse when it is hot
train_sample_2546.wav,discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.
train_sample_2547.wav,"i walked a long for 3 km, i feel pain in my foot like foot ache"
train_sample_2548.wav,using hair tonic
train_sample_2549.wav,It's hard to see things
train_sample_2550.wav,I feel a tightness in my chest
train_sample_2551.wav,I feel great pressure in my chest
train_sample_2552.wav,My knee is hurting so badly.
train_sample_2553.wav,My skin is very dry and peeling.
train_sample_2554.wav,I have an ear ache that won't go away.  I don't have a cold or headache or any other symptoms.  Just an earache.
train_sample_2555.wav,My stomach feels full and upset  and bloating after big meals.
train_sample_2556.wav,I feel discomfort throughout the body in general
train_sample_2557.wav,my ankle is hurting me
train_sample_2558.wav,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
train_sample_2559.wav,There is a constant tickle in my throat
train_sample_2560.wav,I can't see the sign I have a blurry vision
train_sample_2561.wav,Chronic disease of hair follicles and sebaceous glands
train_sample_2562.wav,I'm having a hard time reading because the letters are all fuzzy
train_sample_2563.wav,When I eat sugar I notice my vision blurs.
train_sample_2564.wav,"I have a foot ache in winter, or when it feels cold, why?"
train_sample_2565.wav,"You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously."
train_sample_2566.wav,I feel congestion in my chest
train_sample_2567.wav,"i was diagnosed with pneumonia, i can't breath easily."
train_sample_2568.wav,when i was washing my hair it was falling out heavily
train_sample_2569.wav,I've noticed my hair falling out a lot lately.
train_sample_2570.wav,i have a problem in my back i cannot extend it
train_sample_2571.wav,When I play sports  I have some burning sensation in my spine
train_sample_2572.wav,I have a cut on my foot that became infected from using the showers at the gym.
train_sample_2573.wav,My neck has been sore since the accident.
train_sample_2574.wav,"Annoyance starts suddenly, often after an injury or exercise."
train_sample_2575.wav,I feel abdominal pain
train_sample_2576.wav,i feel dizzy after severe diarrhea
train_sample_2577.wav,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
train_sample_2578.wav,I feel pain in my head with a vertigo
train_sample_2579.wav,My muscles feel tired
train_sample_2580.wav,My back is hurting so much.
train_sample_2581.wav,I cut my foot at the pool and it breaks open every day when I walk on it.
train_sample_2582.wav,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
train_sample_2583.wav,i'm injured i can't play sports
train_sample_2584.wav,I feel fluid trying to come up when I cough.
train_sample_2585.wav,I have an indigestion
train_sample_2586.wav,I feel a clicking sensation in my knee each time I step.
train_sample_2587.wav,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.
train_sample_2588.wav,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.
train_sample_2589.wav,My throught is so sore.
train_sample_2590.wav,I wish this excruciating feeling of loss could go away.
train_sample_2591.wav,"My skin color on my back is red, I don't know why."
train_sample_2592.wav,"When I go to stand, my head starts swirling"
train_sample_2593.wav,"My hair is falling without a reason, I can see a lot of hair on my working desk."
train_sample_2594.wav,i have a great pain in my thorax from heart injury
train_sample_2595.wav,I feel a bone-on-bone pain in my knees when I climb stairs.
train_sample_2596.wav,severe pain in the upper left side of chest and may have pain to back
train_sample_2597.wav,I can`t stop coughing.
train_sample_2598.wav,I can't walk because i have a great foot ache
train_sample_2599.wav,I feel like my heart is on fire.
train_sample_2600.wav,Every time I look to left I feel a sharp pain in my neck.
train_sample_2601.wav,My stomach has been sore since yesterday.
train_sample_2602.wav,Since I went into the forest  I have pain on my ear
train_sample_2603.wav,I have a hair shortage
train_sample_2604.wav,My chest acne breaks out and never clears up.
train_sample_2605.wav,"I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits."
train_sample_2606.wav,I have a cut on my foot that became infected from using the showers at the gym.
train_sample_2607.wav,my temperature dropped and my body get synosed
train_sample_2608.wav,I have a sharp pain in my lower stomach.
train_sample_2609.wav,My face is all broken out with pimples.
train_sample_2610.wav,My ear hurts when I touch it.
train_sample_2611.wav,My hair is falling when I am combing it.
train_sample_2612.wav,i have pain like needles in my joints.
train_sample_2613.wav,Sometimes I cough because I'm a smoker
train_sample_2614.wav,i have a migrain and i took panadol but it doesnÕt help
train_sample_2615.wav,I feel increased heart rate with prick
train_sample_2616.wav,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
train_sample_2617.wav,I have a sharp pain in my ear
train_sample_2618.wav,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
train_sample_2619.wav,i can't ride my car at night because i have blurry vision.
train_sample_2620.wav,I can't move my head up and down.
train_sample_2621.wav,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.
train_sample_2622.wav,i have a very bad cough
train_sample_2623.wav,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now."
train_sample_2624.wav,I'm suffering from sharp cough Accompanied by  phlegm
train_sample_2625.wav,My heart is pumping fast and I'm having a hard time to breath.
train_sample_2626.wav,I can't carry anything I have a pain in my shoulder
train_sample_2627.wav,my back hurts me a lot
train_sample_2628.wav,This long scar on my left buttock is from falling off my mountain bike.
train_sample_2629.wav,My infected wound caused a fever
train_sample_2630.wav,"Laceration, rupture or opening in the skin"
train_sample_2631.wav,There's swelling in my neck and it hurts.
train_sample_2632.wav,Is pimples a skin disease?
train_sample_2633.wav,My acne is really embarassing. It's so read.
train_sample_2634.wav,My skin is itching.
train_sample_2635.wav,Pain in the large neck
train_sample_2636.wav,There is an injured person
train_sample_2637.wav,longitudinal burning line across back with hard respiratory movements
train_sample_2638.wav,When I stand up too quick my vision is blurry.
train_sample_2639.wav,My head hurts when I'm doing this.
train_sample_2640.wav,There is a sharp pain in my ear whenever I do this.
train_sample_2641.wav,My sore isn't healing well and it's been like this for two weeks.
train_sample_2642.wav,I have a break in the skin between my thumb and index finger and it will not close.
train_sample_2643.wav,The knee feels like it rusted and I suddenly cannot bend it anymore.
train_sample_2644.wav,"My body feels weak although I eat a lot, why?"
train_sample_2645.wav,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!"
train_sample_2646.wav,I complain alot with skin allergy
train_sample_2647.wav,When I do hard exercises I feel great pain in my muscles.
train_sample_2648.wav,I feel weak all over.
train_sample_2649.wav,"I was diagnosed with  B12-deficiency anemia, which explains why I always felt cold."
train_sample_2650.wav,I have some pain when i'm walking around my knees
train_sample_2651.wav,I can't carry anything I have a pain in my shoulder
train_sample_2652.wav,There is pain in the muscles I do not know caused
train_sample_2653.wav,I fell a stiffness in my elbows and shoulders
train_sample_2654.wav,When i eat i feel my stomach hurts
train_sample_2655.wav,My knees seem to grind as I go up or down stairs.
train_sample_2656.wav,I feel cold although we are in summer.
train_sample_2657.wav,I have a red rash that is itchy on my skin
train_sample_2658.wav,What helps cuts heal faster?
train_sample_2659.wav,He was discovered to have an open wound.
train_sample_2660.wav,"I have a blurry vision since I woke up this morning, what could be the reason?"
train_sample_2661.wav,I broke my ankle while doing rock climbing in the Carpathians.
train_sample_2662.wav,After walking I have some pain under my foot
train_sample_2663.wav,I feel pain when i think of her
train_sample_2664.wav,I have a dry throat
train_sample_2665.wav,there is acne on my face
train_sample_2666.wav,I feel a pain in my back
train_sample_2667.wav,I break out on my face very frequently
train_sample_2668.wav,i cant breathe
train_sample_2669.wav,My ear is ringing.
train_sample_2670.wav,When I stand up too quickly I start to feel dizzy and light-headed
train_sample_2671.wav,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.
train_sample_2672.wav,When i'm driving my eyes see in double
train_sample_2673.wav,i cant breathe
train_sample_2674.wav,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
train_sample_2675.wav,i cant breathe
train_sample_2676.wav,When I stand up too quickly I start to feel dizzy and light-headed
train_sample_2677.wav,I think there's fluid in my ears.
train_sample_2678.wav,"I hardly have enough stength to get up,"
train_sample_2679.wav,I have a skin rash after eating an ice-cream.
train_sample_2680.wav,I have a head pain every single day.
train_sample_2681.wav,I complain alot with my neck pain and i really need to be better
train_sample_2682.wav,I have a red rash that is itchy on my skin
train_sample_2683.wav,There is a tingling sensation in my neck.
train_sample_2684.wav,"I was diagnosed with  B12-deficiency anemia, which explains why I always felt cold."
train_sample_2685.wav,fell skull is cracked like nuts
train_sample_2686.wav,There is a tingling sensation in my neck.
train_sample_2687.wav,i have a great pain in my thorax from heart injury
train_sample_2688.wav,I have tried to make massage on my foot but they still pain me
train_sample_2689.wav,my left side aches much
train_sample_2690.wav,My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.
train_sample_2691.wav,I feel so sore in my stomach area.
train_sample_2692.wav,I feel deep Tingling when I touch Acne followed by bad sensation
train_sample_2693.wav,I feel dizzy after doing a muscular effort.
train_sample_2694.wav,I usually have a bad cough when I get flu.
train_sample_2695.wav,I have the impression of having no strength in my body
train_sample_2696.wav,I feel pain in the lower back
train_sample_2697.wav,Whenever I stand up I feel dizzy.
train_sample_2698.wav,i have a problem in my middle ear made by infection
train_sample_2699.wav,Chronic disease of hair follicles and sebaceous glands
train_sample_2700.wav,Every time I take a deep breath I start coughing
train_sample_2701.wav,There's swelling in my neck and it hurts.
train_sample_2702.wav,I have shooting pains up and down my back.
train_sample_2703.wav,When I stand up too quickly I start to feel dizzy and light-headed
train_sample_2704.wav,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.
train_sample_2705.wav,The feeling of coughing increases in winter's reach
train_sample_2706.wav,using hair tonic
train_sample_2707.wav,"I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise."
train_sample_2708.wav,When I play football I have joint pain.
train_sample_2709.wav,i have shoulder pain after doing any home work.
train_sample_2710.wav,There is a sharp pain in my ear whenever I do this.
train_sample_2711.wav,My shoulder hurts me so much
train_sample_2712.wav,My chest hurts when I smoke
train_sample_2713.wav,I get an ear ache when it is cold
train_sample_2714.wav,The pain in my back dwwls like a sharp knife in it
train_sample_2715.wav,I have a hard muscle pain since i went to the gym
train_sample_2716.wav,I have an ear ache when showering
train_sample_2717.wav,I have pain in my stomach
train_sample_2718.wav,I feel like there is something swollen and inflamed at the back of my knee.
train_sample_2719.wav,I feel pain in my back
train_sample_2720.wav,I have front head pain and when I get it the light bothers me.
train_sample_2721.wav,My head hurts when I'm doing this.
train_sample_2722.wav,I have a red rash that is itchy on my skin
train_sample_2723.wav,My body feels weak and i think that my face is fade and i can't sleep well
train_sample_2724.wav,I have blurry vision after I used a wrong medicine.
train_sample_2725.wav,I have a dull ache in my stomach.  It gets worse after I eat.
train_sample_2726.wav,My ear is ringing.
train_sample_2727.wav,I have a rash on my skin
train_sample_2728.wav,My joints feel swollen
train_sample_2729.wav,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
train_sample_2730.wav,My head hurts in the back and the pain lasts all day.
train_sample_2731.wav,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
train_sample_2732.wav,i have pain like needles in my joints.
train_sample_2733.wav,I feel hurts in my heart
train_sample_2734.wav,My acne itches and oozes.
train_sample_2735.wav,I feel so sore in my stomach area.
train_sample_2736.wav,My hair is falling out after I take a shower.
train_sample_2737.wav,When I sneeze very hard I feel ear ache
train_sample_2738.wav,My knee hurts when I play squash
train_sample_2739.wav,i can't breath because of  Cough
train_sample_2740.wav,"surgical wounds red, firing pus, painful and hot to the touch"
train_sample_2741.wav,I feel like l fell in hot water
train_sample_2742.wav,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
train_sample_2743.wav,"surgical wounds red, firing pus, painful and hot to the touch"
train_sample_2744.wav,When I was young I had an injury from sports in my knee.
train_sample_2745.wav,My stomach feels starts hurting but then it feels better after I eat something mild.
train_sample_2746.wav,I have difficulty in breathing in crowded places.
train_sample_2747.wav,"There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!"
train_sample_2748.wav,"My left ear is ok, but the right one feels like it's being stabbed with a nail."
train_sample_2749.wav,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
train_sample_2750.wav,i have a hard pain in my stomach
train_sample_2751.wav,The pain feels like it's right below the skin
train_sample_2752.wav,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.
train_sample_2753.wav,I have some terrible problems when i'm breathing during the night.
train_sample_2754.wav,"I have a blurry vision since I woke up this morning, what could be the reason?"
train_sample_2755.wav,I cut myself and I'm bleeding.
train_sample_2756.wav,I can't carry anything I have a pain in my shoulder
train_sample_2757.wav,i have a pain in my elbow joint
train_sample_2758.wav,I feel pain in the knee
train_sample_2759.wav,I have a blurry vision after my head was hit yesterday.
train_sample_2760.wav,I get an ear ache when it is cold
train_sample_2761.wav,i have a problem in my back i cannot extend it
train_sample_2762.wav,"When I move on my shoulder, pain shoots down my arm"
train_sample_2763.wav,My foot hurts me a lot of playing football
train_sample_2764.wav,My back hurts me and i can't bend it or walk
train_sample_2765.wav,Sometimes my body feels week without reason
train_sample_2766.wav,I feel dizzy when i make sudden movements
train_sample_2767.wav,I feel cold when the night comes
train_sample_2768.wav,My knees hurt so bad to walk that I stay sitting more than I should.
train_sample_2769.wav,"i can't move my leg, there is pain in the joint"
train_sample_2770.wav,My neck hurts me and i can't stand with this pain
train_sample_2771.wav,I have a sharp pain in my neck
train_sample_2772.wav,I think my wound is infected
train_sample_2773.wav,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now."
train_sample_2774.wav,i feel pain in my foot
train_sample_2775.wav,I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains.
train_sample_2776.wav,I have an ear ache that won't go away.  I don't have a cold or headache or any other symptoms.  Just an earache.
train_sample_2777.wav,My back hurts me and i can't bend it or walk
train_sample_2778.wav,I must see a doctor i have an open wound
train_sample_2779.wav,"i was diagnosed with pneumonia, i can't breath easily."
train_sample_2780.wav,My skin is very dry and peeling.
train_sample_2781.wav,is my cut infected or just healing?
train_sample_2782.wav,I wake up at night feeling cold
train_sample_2783.wav,I feel depressed when I see my hair falling out
train_sample_2784.wav,i was travelling by ship and i feel dizzy.
train_sample_2785.wav,"Every time I make an effort, I felt dizzy."
train_sample_2786.wav,I feel a clicking sensation in my knee each time I step.
train_sample_2787.wav,My shoulder hurts me so much
train_sample_2788.wav,I visited many doctors but they can't find the right treatment toget my hair back
train_sample_2789.wav,My foot hurts and I can't turn it.  Maybe it's broken.
train_sample_2790.wav,When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me
train_sample_2791.wav,I feel like something is squeezing my lungs.
train_sample_2792.wav,My head is spinning when I get up.
train_sample_2793.wav,I feel pain in the knee when walking
train_sample_2794.wav,My back hurts a lot when I bend
train_sample_2795.wav,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
train_sample_2796.wav,My knees ache on cold and rainy days.
train_sample_2797.wav,It itches inside my ears.
train_sample_2798.wav,I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.
train_sample_2799.wav,I must see a doctor i have an open wound
train_sample_2800.wav,I knocked my foot and it really hurts.
train_sample_2801.wav,I have severe shoulder pain
train_sample_2802.wav,I have difficulty in breathing in crowded places.
train_sample_2803.wav,Sometimes I cough because I'm a smoker
train_sample_2804.wav,I can hardly move my neck.  It hurts.
train_sample_2805.wav,When I eat sugar I notice my vision blurs.
train_sample_2806.wav,I feel dizzy and out of sight
train_sample_2807.wav,My calves feel like they are tight as knots and are throbbing
train_sample_2808.wav,I can't walk well I have an ache in my foot
train_sample_2809.wav,I feel like something is squeezing my lungs.
train_sample_2810.wav,I have acne all over my face
train_sample_2811.wav,having difficulty moving my knee
train_sample_2812.wav,I have a sharp pain in my ear
train_sample_2813.wav,I have a powerful pain inside my neck
train_sample_2814.wav,i feel pain in my foot
train_sample_2815.wav,I feel pain inside and I can not identify it
train_sample_2816.wav,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
train_sample_2817.wav,"My hair is falling without a reason, I can see a lot of hair on my working desk."
train_sample_2818.wav,My foot hurts and I can't turn it.  Maybe it's broken.
train_sample_2819.wav,Sometimes I cough because I'm a smoker
train_sample_2820.wav,I've been feeling very sad lately
train_sample_2821.wav,I feel fluid trying to come up when I cough.
train_sample_2822.wav,I feel a great amount of pressure of my head.
train_sample_2823.wav,My head hurts when I'm doing this.
train_sample_2824.wav,I felt my heart hurts when I ran for along distance
train_sample_2825.wav,How do you know if you have a torn meniscus in your knee?
train_sample_2826.wav,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
train_sample_2827.wav,I feel pain inside and I can not identify it
train_sample_2828.wav,I hate my acne.
train_sample_2829.wav,when i raise my hand i feel pain in my shoulder.
train_sample_2830.wav,my heart hurts me
train_sample_2831.wav,I have a throbbing in my joints
train_sample_2832.wav,I have severe shoulder pain
train_sample_2833.wav,I have a headache almost every day
train_sample_2834.wav,When I get out of bed in the morning my body feels very weak.
train_sample_2835.wav,I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.
train_sample_2836.wav,In highschool I had a lot of acne.
train_sample_2837.wav,I have a blurry vision after my head was hit yesterday.
train_sample_2838.wav,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
train_sample_2839.wav,Something dark is there on my arm
train_sample_2840.wav,My sore isn't healing well and it's been like this for two weeks.
train_sample_2841.wav,My head ache since I woke up this morning.
train_sample_2842.wav,I cut my foot at the pool and it breaks open every day when I walk on it.
train_sample_2843.wav,i feel pain in my body
train_sample_2844.wav,I sliced myself deeply with a knife while I was cooking
train_sample_2845.wav,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
train_sample_2846.wav,I can hardly move my neck.  It hurts.
train_sample_2847.wav,heavy breath with fatigue
train_sample_2848.wav,The arches of my feet hurt when I wear heels
train_sample_2849.wav,I broke my ankle while doing rock climbing in the Carpathians.
train_sample_2850.wav,In highschool I had a lot of acne.
train_sample_2851.wav,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.
train_sample_2852.wav,I feel a clicking sensation in my knee each time I step.
train_sample_2853.wav,i have a strong shoulder pain
train_sample_2854.wav,standing less than five minutes and my back start to ache
train_sample_2855.wav,I complain alot with my neck pain and i really need to be better
train_sample_2856.wav,I was very active in sports but now my body is feeling pain.
train_sample_2857.wav,I feel pain in my ears with tinnitus
train_sample_2858.wav,It's hard to see things
train_sample_2859.wav,I complain alot with my neck pain and i really need to be better
train_sample_2860.wav,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
train_sample_2861.wav,"Laceration, rupture or opening in the skin"
train_sample_2862.wav,I feel a burning sensation in my guts about 2 hours after each meal.
train_sample_2863.wav,I'm having a hard time reading because the letters are all fuzzy
train_sample_2864.wav,I can't see the sign I have a blurry vision
train_sample_2865.wav,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
train_sample_2866.wav,When I wake up in the morning I feel a soreness in my body
train_sample_2867.wav,The pain feels like it's right below the skin
train_sample_2868.wav,My foot had been aching since last Tuesday.
train_sample_2869.wav,I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.
train_sample_2870.wav,when i extend my leg there is pain in knee joint
train_sample_2871.wav,I feel a soreness in my knees when I walk
train_sample_2872.wav,I feel a sharp pain in my ankle joint when I stand.
train_sample_2873.wav,I have pimples on my back.
train_sample_2874.wav,I tried to put my glasses to see more clear but cant find any change
train_sample_2875.wav,Sometimes I feel like a claw on my chest that leaves me breathless.
train_sample_2876.wav,I feel a pain in my back when I sit on a chair for long.
train_sample_2877.wav,My cough is very heavy and I have mucus.
train_sample_2878.wav,I'm not good i'm feeling so cold
train_sample_2879.wav,I get clusters of whiteheads and blackheads on my back.
train_sample_2880.wav,When I do hard exercises I feel great pain in my muscles.
train_sample_2881.wav,I must see a doctor i have an open wound
train_sample_2882.wav,I feel a bone-on-bone pain in my knees when I climb stairs.
train_sample_2883.wav,"I can't hear out of my ear properly, I feel like there is something in it causing irritation."
train_sample_2884.wav,"When I walk up a flight of stairs, my right knee hurts."
train_sample_2885.wav,Surgical wound infections
train_sample_2886.wav,In highschool I had a lot of acne.
train_sample_2887.wav,I broke my ankle while doing rock climbing in the Carpathians.
train_sample_2888.wav,I have a painful cramp in my feet
train_sample_2889.wav,I was kicked in the head playing soccer last night.
train_sample_2890.wav,When I carry heavy things i feel like breaking my back
train_sample_2891.wav,My upper back has been sore for a week.
train_sample_2892.wav,I feel lightheaded when I stand up
train_sample_2893.wav,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
train_sample_2894.wav,All my body is in a bad case and i need a good treatment
train_sample_2895.wav,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep."
train_sample_2896.wav,"My heart hurts while I'm sad, why?"
train_sample_2897.wav,I read a book for along time and when I finished reading I feel head ache
train_sample_2898.wav,I had internal pain and gases when I ate indian spicy food yesterday
train_sample_2899.wav,"I cough a lot when I smell perfume, what is wrong with my lungs?"
train_sample_2900.wav,"when i get up, i feel dizzy and fall down."
train_sample_2901.wav,I get chills and aches all over.
train_sample_2902.wav,My knees seem to grind as I go up or down stairs.
train_sample_2903.wav,"My stomach aches when I eat hot food, why?"
train_sample_2904.wav,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.
train_sample_2905.wav,All of a sudden I felt dizzy when I stood up.
train_sample_2906.wav,i feel cold
train_sample_2907.wav,My hair is falling out after I take a shower.
train_sample_2908.wav,My knee catches and hurts when I first stand up after sitting.
train_sample_2909.wav,In the morning my respiration is loud.
train_sample_2910.wav,When I go to sleep I am feeling cold
train_sample_2911.wav,My hair is falling out in bunches.
train_sample_2912.wav,I feel pain in my neck while I'm working.
train_sample_2913.wav,I do not know why I feel cold
train_sample_2914.wav,i have a great pain in my foot like thrombing pain with relaxing my pain releif
train_sample_2915.wav,Severe pain in the ear
train_sample_2916.wav,I have a rash and it itches very bad.
train_sample_2917.wav,My ankle joint throbs when I put pressure on my foot.
train_sample_2918.wav,When I tried to be warm and wear more clothes I found that I was still cold
train_sample_2919.wav,I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.
train_sample_2920.wav,i have a great pain in my thorax from heart injury
train_sample_2921.wav,I have shooting pain in my kneecap after working out.
train_sample_2922.wav,What's the symptoms of appendicitis?
train_sample_2923.wav,My throught is so sore.
train_sample_2924.wav,When I tried to take care if my hair I found that it is falling out
train_sample_2925.wav,The severe pain in the stomach I feel
train_sample_2926.wav,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.
train_sample_2927.wav,The arches of my feet hurt when I wear heels
train_sample_2928.wav,i feel that is great pain in my left shoulder
train_sample_2929.wav,I have a great stomach ache and i can't eat any thing
train_sample_2930.wav,"I've tried reading books, but nothing can cheer me up."
train_sample_2931.wav,my ankle is hurting me
train_sample_2932.wav,My knees seem to grind as I go up or down stairs.
train_sample_2933.wav,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.
train_sample_2934.wav,I feel pain inside I do not know what it is
train_sample_2935.wav,When I brush my hair I notice big clumps of hair coming out in the brush.
train_sample_2936.wav,"There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!"
train_sample_2937.wav,"I think there's something wrong with my wound, it does not seem to heal like it should."
train_sample_2938.wav,Everything looks like beeing in a smoky area.
train_sample_2939.wav,When my grand father died I felt a hard emotional pain
train_sample_2940.wav,"i was playing basketball yesterday, i have sprained ankle"
train_sample_2941.wav,My neck hurts me and i can't stand with this pain
train_sample_2942.wav,My stomach has been sore since yesterday.
train_sample_2943.wav,I feel a pain in my neck
train_sample_2944.wav,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
train_sample_2945.wav,"When I drink a lot, I get a headache"
train_sample_2946.wav,My muscles in my lower back are aching.
train_sample_2947.wav,There's swelling in my neck and it hurts.
train_sample_2948.wav,I have a problem in the expiration because i have abronchial asthma
train_sample_2949.wav,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!"
train_sample_2950.wav,I feel pain in my throat
train_sample_2951.wav,I have blurred vision.
